indicator_id,indicator_name,parent_code,parent_name,area_code,area_name,area_type,sex,age,category_type,category,time_period,value,lower_ci_95.0_limit,upper_ci_95.0_limit,lower_ci_99.8_limit,upper_ci_99.8_limit,count,denominator,value_note,recent_trend,compared_to_england_value_or_percentiles,column_not_used,time_period_sortable,new_data,compared_to_goal,time_period_range
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000089,Dudden Hill,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.76471,8.99576,15.10625,7.71844,17.37597,50.0,425.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000090,Fryent,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.45161,4.7156,9.26818,3.87743,11.13665,30.0,465.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000091,Harlesden,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.89109,8.44658,13.88221,7.29663,15.89213,55.0,505.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000092,Kensal Green,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.21918,5.85018,11.55284,4.79797,13.87056,30.0,365.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000093,Kenton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.94444,4.49537,9.6751,3.60294,11.88612,25.0,360.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000094,Kilburn,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,14.81481,11.27255,18.11177,9.78789,20.57111,60.0,405.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000095,Mapesbury,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.85915,7.41522,13.71987,6.1889,16.18105,35.0,355.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000096,Northwick Park,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.09091,6.71756,13.06407,5.52882,15.60532,30.0,330.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000097,Preston,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.77193,6.5635,11.18382,5.61639,12.94104,50.0,570.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000098,Queens Park,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.47945,3.14187,7.65991,2.43727,9.72388,20.0,365.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000099,Queensbury,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.52632,7.94005,12.90769,6.88352,14.74246,60.0,570.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000100,Stonebridge,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.38211,8.99159,14.00321,7.89114,15.80971,70.0,615.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000101,Sudbury,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,10.92437,8.98031,14.07622,7.86607,15.91815,65.0,595.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000102,Tokyngton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.62069,6.87854,11.52942,5.9133,13.28197,50.0,580.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000103,Welsh Harp,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.36364,9.10625,15.13642,7.83666,17.3658,50.0,440.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000104,Wembley Central,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.82353,7.15637,11.48372,6.2307,13.08094,60.0,680.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000105,Willesden Green,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,13.18681,9.94741,16.05751,8.63187,18.27836,60.0,455.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000106,Bickley,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.06061,4.17402,9.47571,3.29699,11.79586,20.0,330.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000107,Biggin Hill,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.47541,8.0609,15.12562,6.69564,17.88039,35.0,305.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000108,Bromley Common and Keston,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.73451,7.26924,12.10857,6.25915,13.92243,55.0,565.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000109,Bromley Town,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.69231,5.74007,9.81201,4.90988,11.37195,50.0,650.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000110,Chelsfield and Pratts Bottom,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.66667,4.90631,9.63332,4.0346,11.56884,30.0,450.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000111,Chislehurst,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.79221,5.09275,10.33661,4.14742,12.50856,30.0,385.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000112,Clock House,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.97674,5.40607,9.41077,4.60082,10.96115,45.0,645.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000113,Copers Cope,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.51064,5.94698,10.90285,4.98338,12.85618,40.0,470.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000114,Cray Valley East,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.30435,9.3133,14.5826,8.15898,16.48262,65.0,575.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000115,Cray Valley West,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.09677,9.89035,15.05061,8.73672,16.88372,75.0,620.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000116,Crystal Palace,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,13.15789,10.1249,16.92831,8.69196,19.43015,50.0,380.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000117,Darwin,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,,,,,,,,Value suppressed for disclosure control reasons,Cannot be calculated,Not compared,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000118,Farnborough and Crofton,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.0241,4.32148,9.04279,3.49206,11.03978,25.0,415.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000119,Hayes and Coney Hall,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.49451,3.74906,7.98516,3.01657,9.8022,25.0,455.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000120,Kelsey and Eden Park,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.0,3.72992,7.72743,3.0247,9.42258,25.0,500.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000121,Mottingham and Chislehurst North,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.82051,9.81049,16.42261,8.42077,18.86093,50.0,390.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000122,Orpington,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.09091,7.13624,12.00875,6.12669,13.8446,50.0,550.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000123,Penge and Cator,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.89655,5.39233,9.62738,4.5556,11.2855,40.0,580.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000124,Petts Wood and Knoll,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,3.92157,2.70874,6.21259,2.13822,7.78375,20.0,510.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000125,Plaistow and Sundridge,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.07071,5.44911,10.09303,4.55456,11.93929,35.0,495.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000126,Shortlands,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,6.34921,4.16072,9.63278,3.26853,12.04582,20.0,315.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000127,West Wickham,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.14286,4.63016,9.42236,3.76988,11.41947,30.0,420.0,,Cannot be calculated,Better,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000128,Belsize,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,,,,,,,,Value suppressed for disclosure control reasons,Cannot be calculated,Not compared,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000129,Bloomsbury,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,,,,,,,,Value suppressed for disclosure control reasons,Cannot be calculated,Not compared,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000130,Camden Town with Primrose Hill,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,5.71429,3.09743,10.0862,2.22429,13.61576,10.0,175.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000131,Cantelowes,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.14286,3.67074,10.34977,2.73421,13.53192,15.0,210.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000132,Fortune Green,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,9.30233,5.3612,12.84442,4.16265,16.1222,20.0,215.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000133,Frognal and Fitzjohns,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,,,,,,,,Value suppressed for disclosure control reasons,Cannot be calculated,Not compared,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000134,Gospel Oak,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,8.51064,5.60088,12.83218,4.40261,15.94214,20.0,235.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000135,Hampstead Town,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,,,,,,,,Value suppressed for disclosure control reasons,Cannot be calculated,Not compared,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000136,Haverstock,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,12.5,9.67094,17.56145,8.09987,20.55719,35.0,280.0,,Cannot be calculated,Worse,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000137,Highgate,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.14286,4.74394,12.01682,3.63038,15.29452,15.0,210.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000138,Holborn and Covent Garden,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,11.11111,7.30875,16.53867,5.74936,20.39132,20.0,180.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
93105,"Reception prevalence of obesity (including severe obesity), 3 years data combined",E92000001,England,E05000139,Kentish Town,Electoral Wards (2021),Persons,4-5 yrs,,,2021/22 - 23/24,7.27273,4.18007,10.10814,3.24401,12.76359,20.0,275.0,,Cannot be calculated,Similar,Not compared,20210000,,,3y
